               kpt            disp_1
        1.22606631      284.15485770
        1.23435054      287.71627425
        1.24263477      291.17187713
        1.25091900      294.51351272
        1.25920324      297.73385242
        1.26748747      300.82643882
        1.27577170      303.78572311
        1.28405593      306.60709329
        1.29234016      309.28689312
        1.30062440      311.82243151
        1.30890863      314.21198241
        1.31719286      316.45477521
        1.32547709      318.55097582
        1.33376132      320.50165867
        1.34204555      322.30877001
        1.35032979      323.97508276
        1.35861402      325.50414371
        1.36689825      326.90021336
        1.37518248      328.16819926
        1.38346671      329.31358343
        1.39175095      330.34234480
        1.40003518      331.26087730
        1.40831941      332.07590463
        1.41660364      332.79439258
        1.42488787      333.42345976
        1.43317210      333.97028774
        1.44145634      334.44203154
        1.44974057      334.84573140
        1.45802480      335.18822672
        1.46630903      335.47607317
        1.47459326      335.71546372
        1.48287750      335.91215444
        1.49116173      336.07139598
        1.49944596      336.19787118
        1.50773019      336.29563973
        1.51601442      336.36809033
        1.52429865      336.41790073
        1.53258289      336.44700639
        1.54086712      336.45657772
        1.54915135      336.45914600
        1.55743558      336.46722465
        1.56571981      336.48191940
        1.57400405      336.50502117
        1.58228828      336.53893031
        1.59057251      336.58655485
        1.59885674      336.65118666
        1.60714097      336.73636059
        1.61542520      336.84570212
        1.62370944      336.98276960
        1.63199367      337.15089736
        1.64027790      337.35304586
        1.64856213      337.59166496
        1.65684636      337.86857564
        1.66513060      338.18487488
        1.67341483      338.54086756
        1.68169906      338.93602800
        1.68998329      339.36899261
        1.69826752      339.83758413
        1.70655175      340.33886628
        1.71483599      340.86922671
        1.72312022      341.42448498
        1.73140445      342.00002124
        1.73968868      342.59092044
        1.74797291      343.19212633
        1.75625715      343.79859928
        1.76454138      344.40547134
        1.77282561      345.00819276
        1.78110984      345.60266374
        1.78939407      346.18534668
        1.79767830      346.75335398
        1.80596254      347.30450848
        1.81424677      347.83737379
        1.82253100      348.35125370
        1.83081523      348.84616062
        1.83909946      349.32275464
        1.84738370      349.78225567
        1.85566793      350.22633248
        1.86395216      350.65697328
        1.87223639      351.07634327
        1.88052062      351.48663524
        1.88880485      351.88991948
        1.89708909      352.28799940
        1.90537332      352.68227918
        1.91365755      353.07364905
        1.92194178      353.46239357
        1.93022601      353.84812687
        1.93851025      354.22975831
        1.94679448      354.60549039
        1.95507871      354.97284988
        1.96336294      355.32875132
        1.97164717      355.66959143
        1.97993140      355.99137107
        1.98821564      356.28984073
        1.99649987      356.56066437
        2.00478410      356.79959573
        2.01306833      357.00266065
        2.02135256      357.16633858
        2.02963680      357.28773664
        2.03792103      357.36474944
        2.04620526      357.39619873
        2.05448949      357.38194722
        2.06277372      357.32298232
        2.07105795      357.22146601
        2.07934219      357.08074886
        2.08762642      356.90534704
        2.09591065      356.70088277
        2.10419488      356.47398985
        2.11247911      356.23218702
        2.12076335      355.98372353
        2.12904758      355.73740148
        2.13733181      355.50238119
        2.14561604      355.28797554
        2.15390027      355.10344039
        2.16218450      354.95776752
        2.17046874      354.85948695
        2.17875297      354.81648474
        2.18703720      354.83584183
        2.19532143      354.92369869
        2.20360566      355.08514953
        2.21188990      355.32416857
        2.22017413      355.64356992
        2.22845836      356.04500113
        2.23674259      356.52896935
        2.24502682      357.09489797
        2.25331105      357.74121036
        2.26159529      358.46543660
        2.26987952      359.26433821
        2.27816375      360.13404563
        2.28644798      361.07020246
        2.29473221      362.06811086
        2.30301645      363.12287246
        2.31130068      364.22951939
        2.31958491      365.38313098
        2.32786914      366.57893203
        2.33615337      367.81236985
        2.34443760      369.07916791
        2.35272184      370.37535535
        2.36100607      371.69727236
        2.36929030      373.04155288
        2.37757453      374.40508662
        2.38585876      375.78496360
        2.39414300      377.17840503
        2.40242723      378.58268490
        2.41071146      379.99504692
        2.41899569      381.41262179
        2.42727992      382.83234945
        2.43556415      384.25091098
        2.44384839      385.66467398
        2.45213262      387.06965496
        2.46041685      388.46150126
        2.46870108      389.83549408
        2.47698531      391.18657338
        2.48526955      392.50938433
        2.49355378      393.79834380
        2.50183801      395.04772481
        2.51012224      396.25175562
        2.51840647      397.40472971
        2.52669070      398.50112217
        2.53497494      399.53570770
        2.54325917      400.50367544
        2.55154340      401.40073539
        2.55982763      402.22321221
        2.56811186      402.96812181
        2.57639610      403.63322749
        2.58468033      404.21707276
        2.59296456      404.71898903
        2.60124879      405.13907740
        2.60953302      405.47816484
        2.61781725      405.73773599
        2.62610149      405.91984305
        2.63438572      406.02699699
        2.64266995      406.06204417
        2.65095418      406.02093180
        2.65923841      405.89603278
        2.66752265      405.68549803
        2.67580688      405.38813292
        2.68409111      405.00338532
        2.69237534      404.53132568
        2.70065957      403.97261958
        2.70894380      403.32849334
        2.71722804      402.60069354
        2.72551227      401.79144102
        2.73379650      400.90338047
        2.74208073      399.93952628
        2.75036496      398.90320582
        2.75864920      397.79800094
        2.76693343      396.62768882
        2.77521766      395.39618309
        2.78350189      394.10747612
        2.79178612      392.76558356
        2.80007035      391.37449179
        2.80835459      389.93810924
        2.81663882      388.46022222
        2.82492305      386.94445595
        2.83320728      385.39424120
        2.84149151      383.81278721
        2.84977575      382.20306084
        2.85805998      380.56777256
        2.86634421      378.90936897
        2.87462844      377.23003207
        2.88291267      375.53168504
        2.89119690      373.81600413
        2.89948114      372.08443650
        2.90776537      370.33822325
        2.91604960      368.57842731
        2.92433383      366.80596527
        2.93261806      365.02164265
        2.94090230      363.22619152
        2.94918653      361.42030994
        2.95747076      359.60470202
        2.96575499      357.78011794
        2.97403922      355.94739291
        2.98232345      354.10748416
        2.99060769      352.26150527
        2.99889192      350.41075675
        3.00717615      348.55675243
        3.01546038      346.70124073
        3.02374461      344.84622036
        3.03202885      342.99394992
        3.04031308      341.14695091
        3.04859731      339.30800406
        3.05688154      337.48013863
        3.06516577      335.66661476
        3.07345000      333.87089888
        3.08173424      332.09663245
        3.09001847      330.34759431
        3.09830270      328.62765714
        3.10658693      326.94073854
        3.11487116      325.29074747
        3.12315540      323.68152670
        3.13143963      322.11679227
        3.13972386      320.60007076
        3.14800809      319.13463541
        3.15629232      317.72344204
        3.16457655      316.36906595
        3.17286079      315.07364075
        3.18114502      313.83880019
        3.18942925      312.66562402
        3.19771348      311.55458898
        3.20599771      310.50552570
        3.21428195      309.51758241
        3.22256618      308.58919642
        3.23085041      307.71807372
        3.23913464      306.90117764
        3.24741887      306.13472674
        3.25570310      305.41420240
        3.26398734      304.73436620
        3.27227157      304.08928729
        3.28055580      303.47237940
        3.28884003      302.87644755
        3.29712426      302.29374372
        3.30540850      301.71603134
        3.31369273      301.13465757
        3.32197696      300.54063286
        3.33026119      299.92471670
        3.33854542      299.27750872
        3.34682965      298.58954382
        3.35511389      297.85139041
        3.36339812      297.05375036
        3.37168235      296.18755936
        3.37996658      295.24408658
        3.38825081      294.21503208
        3.39653505      293.09262086
        3.40481928      291.86969218
        3.41310351      290.53978299
        3.42138774      289.09720429
        3.42967197      287.53710937
        3.43795620      285.85555296
        3.44624044      284.04954043
        3.45452467      282.11706632
        3.46280890      280.05714163
        3.47109313      277.86980945
        3.47937736      275.55614849
        3.48766160      273.11826467
        3.49594583      270.55927050
        3.50423006      267.88325267
        3.51251429      265.09522813
        3.52079852      262.20108912
        3.52908275      259.20753795
        3.53736699      256.12201219
        3.54565122      252.95260130
        3.55393545      249.70795580
        3.56221968      246.39718995
        3.57050391      243.02977942
        3.57878815      239.61545511
        3.58707238      236.16409456
        3.59535661      232.68561231
        3.60364084      229.18985069
        3.61192507      225.68647238
        3.62020930      222.18485624
        3.62849354      218.69399752
        3.63677777      215.22241409
        3.64506200      211.77805951
        3.65334623      208.36824435
        3.66163046      204.99956646
        3.66991470      201.67785136
        3.67819893      198.40810320
        3.68648316      195.19446700
        3.69476739      192.04020257
        3.70305162      188.94767034
        3.71133585      185.91832919
        3.71962009      182.95274622
        3.72790432      180.05061821
        3.73618855      177.21080432
        3.74447278      174.43136960
        3.75275701      171.70963845
        3.76104125      169.04225727
        3.76932548      166.42526537
        3.77760971      163.85417299
        3.78589394      161.32404537
        3.79417817      158.82959148
        3.80246240      156.36525627
        3.81074664      153.92531503
        3.81903087      151.50396848
        3.82731510      149.09543729
        3.83559933      146.69405463
        3.84388356      144.29435558
        3.85216780      141.89116195
        3.86045203      139.47966154
        3.86873626      137.05548070
        3.87702049      134.61474913
        3.88530472      132.15415623
        3.89358895      129.67099819
        3.90187319      127.16321524
        3.91015742      124.62941863
        3.91844165      122.06890717
        3.92672588      119.48167306
        3.93501011      116.86839715
        3.94329435      114.23043383
        3.95157858      111.56978583
        3.95986281      108.88906949
        3.96814704      106.19147117
        3.97643127      103.48069542
        3.98471550      100.76090593
        3.99299974       98.03666023
        4.00128397       95.31283904
        4.00956820       92.59457166
        4.01785243       89.88715839
        4.02613666       87.19599124
        4.03442090       84.52647431
        4.04270513       81.88394482
        4.05098936       79.27359620
        4.05927359       76.70040444
        4.06755782       74.16905856
        4.07584205       71.68389654
        4.08412629       69.24884749
        4.09241052       66.86738096
        4.10069475       64.54246406
        4.10897898       62.27652709
        4.11726321       60.07143815
        4.12554745       57.92848688
        4.13383168       55.84837781
        4.14211591       53.83123303
        4.15040014       51.87660440
        4.15868437       49.98349473
        4.16696860       48.15038774
        4.17525284       46.37528624
        4.18353707       44.65575776
        4.19182130       42.98898700
        4.20010553       41.37183412
        4.20838976       39.80089803
        4.21667400       38.27258347
        4.22495823       36.78317099
        4.23324246       35.32888854
        4.24152669       33.90598360
        4.24981092       32.51079473
        4.25809515       31.13982124
        4.26637939       29.78979012
        4.27466362       28.45771887
        4.28294785       27.14097355
        4.29123208       25.83732090
        4.29951631       24.54497377
        4.30780055       23.26262921
        4.31608478       21.98949860
        4.32436901       20.72532929
        4.33265324       19.47041745
        4.34093747       18.22561201
        4.34922170       16.99230949
        4.35750594       15.77243994
        4.36579017       14.56844413
        4.37407440       13.38324238
        4.38235863       12.22019558
        4.39064286       11.08305890
        4.39892710        9.97592902
        4.40721133        8.90318570
        4.41549556        7.86942852
        4.42377979        6.87940993
        4.43206402        5.93796552
        4.44034825        5.04994271
        4.44863249        4.22012889
        4.45691672        3.45318023
        4.46520095        2.75355217
        4.47348518        2.12543278
        4.48176941        1.57267996
        4.49005365        1.09876349
        4.49833788        0.70671283
        4.50662211        0.39907150
        4.51490634        0.17785874
        4.52319057        0.04453903
        4.53147480        0.00000000
        4.53975904        0.05756876
        4.54804327        0.22985878
        4.55632750        0.51563039
        4.56461173        0.91284716
        4.57289596        1.41871954
        4.58118020        2.02976370
        4.58946443        2.74187360
        4.59774866        3.55040404
        4.60603289        4.45026162
        4.61431712        5.43600074
        4.62260135        6.50192160
        4.63088559        7.64216693
        4.63916982        8.85081462
        4.64745405       10.12196355
        4.65573828       11.44981026
        4.66402251       12.82871453
        4.67230675       14.25325260
        4.68059098       15.71825713
        4.68887521       17.21884363
        4.69715944       18.75042382
        4.70544367       20.30870662
        4.71372790       21.88968825
        4.72201214       23.48963319
        4.73029637       25.10504804
        4.73858060       26.73265062
        4.74686483       28.36933684
        4.75514906       30.01214762
        4.76343330       31.65823817
        4.77171753       33.30485186
        4.78000176       34.94930018
        4.78828599       36.58895040
        4.79657022       38.22122153
        4.80485445       39.84358923
        4.81313869       41.45359929
        4.82142292       43.04888916
        4.82970715       44.62721641
        4.83799138       46.18649254
        4.84627561       47.72482020
        4.85455985       49.24053183
        4.86284408       50.73222740
        4.87112831       52.19880887
        4.87941254       53.63950931
        4.88769677       55.05391457
        4.89598100       56.44197591
        4.90426524       57.80401219
        4.91254947       59.14070088
        4.92083370       60.45305762
        4.92911793       61.74240451
        4.93740216       63.01032809
        4.94568640       64.25862826
        4.95397063       65.48926009
        4.96225486       66.70427080
        4.97053909       67.90573447
        4.97882332       69.09568735
        4.98710755       70.27606667
        4.99539179       71.44865587
        5.00367602       72.61503892
        5.01196025       73.77656611
        5.02024448       74.93433338
        5.02852871       76.08917661
        5.03681295       77.24168175
        5.04509718       78.39221089
        5.05338141       79.54094392
        5.06166564       80.68793448
        5.06994987       81.83317824
        5.07823410       82.97669126
        5.08651834       84.11859506
        5.09480257       85.25920528
        5.10308680       86.39911993
        5.11137103       87.53930356
        5.11965526       88.68116328
        5.12793950       89.82661314
        5.13622373       90.97812337
        5.14450796       92.13875162
        5.15279219       93.31215407
        5.16107642       94.50257467
        5.16936065       95.71481193
        5.17764489       96.95416334
        5.18592912       98.22634840
        5.19421335       99.53741217
        5.20249758      100.89361199
        5.21078181      102.30129073
        5.21906605      103.76674067
        5.22735028      105.29606238
        5.23563451      106.89502347
        5.24391874      108.56892195
        5.25220297      110.32245921
        5.26048720      112.15962706
        5.26877144      114.08361290
        5.27705567      116.09672678
        5.28533990      118.20035283
        5.29362413      120.39492715
        5.30190836      122.67994298
        5.31019260      125.05398319
        5.31847683      127.51477892
        5.32676106      130.05929225
        5.33504529      132.68382001
        5.34332952      135.38411487
        5.35161375      138.15551907
        5.35989799      140.99310609
        5.36818222      143.89182453
        5.37646645      146.84663921
        5.38475068      149.85266370
        5.39303491      152.90527958
        5.40131915      156.00023776
        5.40960338      159.13373792
        5.41788761      162.30248333
        5.42617184      165.50370875
        5.43445607      168.73518063
        5.44274030      171.99516960
        5.45102454      175.28239668
        5.45930877      178.59595531
        5.46759300      181.93521271
        5.47587723      185.29969455
        5.48416146      188.68895794
        5.49244570      192.10245810
        5.50072993      195.53941433
        5.50901416      198.99868118
        5.51729839      202.47863039
        5.52558262      205.97704890
        5.53386685      209.49105760
        5.54215109      213.01705483
        5.55043532      216.55068744
        5.55871955      220.08685155
        5.56700378      223.61972364
        5.57528801      227.14282157
        5.58357225      230.64909406
        5.59185648      234.13103577
        5.60014071      237.58082430
        5.60842494      240.99047443
        5.61670917      244.35200430
        5.62499340      247.65760754
        5.63327764      250.89982527
        5.64156187      254.07171175
        5.64984610      257.16698755
        5.65813033      260.18017486
        5.66641456      263.10670968
        5.67469880      265.94302713
        5.68298303      268.68661651
        5.69126726      271.33604433
        5.69955149      273.89094451
        5.70783572      276.35197617
        5.71611995      278.72075097
        5.72440419      280.99973260
        5.73268842      283.19211268
        5.74097265      285.30166766
        5.74925688      287.33260251
        5.75754111      289.28938710
        5.76582535      291.17659168
        5.77410958      292.99872769
        5.78239381      294.76010009
        5.79067804      296.46467666
        5.79896227      298.11597920
        5.80724650      299.71700065
        5.81553074      301.27015086
        5.82381497      302.77723296
        5.83209920      304.23945058
        5.84038343      305.65744529
        5.84866766      307.03136208
        5.85695190      308.36093984
        5.86523613      309.64562247
        5.87352036      310.88468575
        5.88180459      312.07737403
        5.89008882      313.22304081
        5.89837305      314.32128682
        5.90665729      315.37208948
        5.91494152      316.37591783
        5.92322575      317.33382778
        5.93150998      318.24753324
        5.93979421      319.11944968
        5.94807845      319.95270791
        5.95636268      320.75113707
        5.96464691      321.51921712
        5.97293114      322.26200240
        5.98121537      322.98501918
        5.98949960      323.69414112
        5.99778384      324.39544764
        6.00606807      325.09507088
        6.01435230      325.79903768
        6.02263653      326.51311303
        6.03092076      327.24265177
        6.03920500      327.99246474
        6.04748923      328.76670545
        6.05577346      329.56878218
        6.06405769      330.40129981
        6.07234192      331.26603417
        6.08062615      332.16394070
        6.08891039      333.09519757
        6.09719462      334.05928222
        6.10547885      335.05507867
        6.11376308      336.08101176
        6.12204731      337.13520335
        6.13033155      338.21564440
        6.13861578      339.32037613
        6.14690001      340.44767300
        6.15518424      341.59622012
        6.16346847      342.76527746
        6.17175270      343.95482402
        6.18003694      345.16567549
        6.18832117      346.39957001
        6.19660540      347.65921773
        6.20488963      348.94831120
        6.21317386      350.27149512
        6.22145810      351.63429570
        6.22974233      353.04301098
        6.23802656      354.50456563
        6.24631079      356.02633469
        6.25459502      357.61594205
        6.26287925      359.28104085
        6.27116349      361.02908327
        6.27944772      362.86708812
        6.28773195      364.80141449
        6.29601618      366.83754996
        6.30430041      368.97992091
        6.31258465      371.23173231
        6.32086888      373.59484275
        6.32915311      376.06967955
        6.33743734      378.65519728
        6.34572157      381.34888116
        6.35400580      384.14679540
        6.36229004      387.04367464
        6.37057427      390.03305514
        6.37885850      393.10744062
        6.38714273      396.25849662
        6.39542696      399.47726579
        6.40371120      402.75439591
        6.41199543      406.08037181
        6.42027966      409.44574226
        6.42856389      412.84133293
        6.43684812      416.25843719
        6.44513235      419.68897718
        6.45341659      423.12562894
        6.46170082      426.56190648
        6.46998505      429.99220161
        6.47826928      433.41177782
        6.48655351      436.81671845
        6.49483775      440.20383121
        6.50312198      443.57051288
        6.51140621      446.91457966
        6.51969044      450.23407007
        6.52797467      453.52702844
        6.53625890      456.79127821
        6.54454314      460.02419433
        6.55282737      463.22248472
        6.56111160      466.38199025
        6.56939583      469.49751234
        6.57768006      472.56267634
        6.58596430      475.56983747
        6.59424853      478.51003492
        6.60253276      481.37299763
        6.61081699      484.14720372
        6.61910122      486.81999331
        6.62738545      489.37773257
        6.63566969      491.80602507
        6.64395392      494.08996435
        6.65223815      496.21442035
        6.66052238      498.16435082
        6.66880661      499.92512791
        6.67709085      501.48286927
        6.68537508      502.82476296
        6.69365931      503.93937525
        6.70194354      504.81693115
        6.71022777      505.44955818
        6.71851200      505.83148508
        6.72679624      505.95918888
        6.73508047      505.80445915
        6.74336470      505.34212126
        6.75164893      504.57769019
        6.75993316      503.52022877
        6.76821740      502.18215825
        6.77650163      500.57899992
        6.78478586      498.72905496
        6.79307009      496.65303066
        6.80135432      494.37362291
        6.80963855      491.91506577
        6.81792279      489.30265961
        6.82620702      486.56228990
        6.83449125      483.71994869
        6.84277548      480.80127046
        6.85105971      477.83109368
        6.85934395      474.83305814
        6.86762818      471.82924725
        6.87591241      468.83988289
        6.88419664      465.88307865
        6.89248087      462.97465597
        6.90076510      460.12802513
        6.90904934      457.35413198
        6.91733357      454.66146855
        6.92561780      452.05614484
        6.93390203      449.54201657
        6.94218626      447.12086291
        6.95047050      444.79260654
        6.95875473      442.55556779
        6.96703896      440.40674350
        6.97532319      438.34210137
        6.98360742      436.35687998
        6.99189165      434.44588542
        7.00017589      432.60377543
        7.00846012      430.82532317
        7.01674435      429.10565358
        7.02502858      427.44044635
        7.03331281      425.82610109
        7.04159705      424.25986160
        7.04988128      422.73989764
        7.05816551      421.26534416
        7.06644974      419.83629930
        7.07473397      418.45378376
        7.08301820      417.11966564
        7.09130244      415.83655541
        7.09958667      414.60767680
        7.10787090      413.43672001
        7.11615513      412.32768364
        7.12443936      411.28471217
        7.13272360      410.31193554
        7.14100783      409.41331685
        7.14929206      408.59251375
        7.15757629      407.85275831
        7.16586052      407.19675896
        7.17414475      406.62662739
        7.18242899      406.14383182
        7.19071322      405.74917716
        7.19899745      405.44281113
        7.20728168      405.22425481
        7.21556591      405.09245443
        7.22385015      405.04585103
        7.23213438      405.08246353
        7.24041861      405.19998036
        7.24870284      405.39585455
        7.25698707      405.66739717
        7.26527130      406.01186406
        7.27355554      406.42653116
        7.28183977      406.90875447
        7.29012400      407.45601125
        7.29840823      408.06591988
        7.30669246      408.73623714
        7.31497670      409.46483228
        7.32326093      410.24963862
        7.33154516      411.08858448
        7.33982939      411.97950608
        7.34811362      412.92004615
        7.35639785      413.90754276
        7.36468209      414.93891331
        7.37296632      416.01053933
        7.38125055      417.11815772
        7.38953478      418.25676428
        7.39781901      419.42053488
        7.40610325      420.60276940
        7.41438748      421.79586283
        7.42267171      422.99130711
        7.43095594      424.17972608
        7.43924017      425.35094519
        7.44752440      426.49409596
        7.45580864      427.59775418
        7.46409287      428.65010951
        7.47237710      429.63916288
        7.48066133      430.55294704
        7.48894556      431.37976445
        7.49722980      432.10843614
        7.50551403      432.72855412
        7.51379826      433.23073004
        7.52208249      433.60683212
        7.53036672      433.85020286
        7.53865095      433.95585009
        7.54693519      433.92060481
        7.55521942      433.74323975
        7.56350365      433.42454409
        7.57178788      432.96735042
        7.58007211      432.37651195
        7.58835635      431.65882906
        7.59664058      430.82292598
        7.60492481      429.87907976
        7.61320904      428.83900539
        7.62149327      427.71560207
        7.62977750      426.52266697
        7.63806174      425.27458395
        7.64634597      423.98599544
        7.65463020      422.67146632
        7.66291443      421.34514893
        7.67119866      420.02045854
        7.67948289      418.70976819
        7.68776713      417.42413136
        7.69605136      416.17304025
        7.70433559      414.96422635
        7.71261982      413.80350871
        7.72090405      412.69469414
        7.72918829      411.63953175
        7.73747252      410.63772296
        7.74575675      409.68698623
        7.75404098      408.78317427
        7.76232521      407.92043997
        7.77060944      407.09144589
        7.77889368      406.28761076
        7.78717791      405.49938560
        7.79546214      404.71655115
        7.80374637      403.92852770
        7.81203060      403.12468829
        7.82031484      402.29466623
        7.82859907      401.42864798
        7.83688330      400.51764327
        7.84516753      399.55372508
        7.85345176      398.53023300
        7.86173599      397.44193487
        7.87002023      396.28514296
        7.87830446      395.05778228
        7.88658869      393.75941040
        7.89487292      392.39118933
        7.90315715      390.95581192
        7.91144139      389.45738622
        7.91972562      387.90128275
        7.92800985      386.29395062
        7.93629408      384.64270932
        7.94457831      382.95552355
        7.95286254      381.24076895
        7.96114678      379.50699660
        7.96943101      377.76270407
        7.97771524      376.01612030
        7.98599947      374.27501110
        7.99428370      372.54651094
        8.00256794      370.83698601
        8.01085217      369.15193197
        8.01913640      367.49590882
        8.02742063      365.87251381
        8.03570486      364.28439196
        8.04398909      362.73328264
        8.05227333      361.22009907
        8.06055756      359.74503687
        8.06884179      358.30770659
        8.07712602      356.90728443
        8.08541025      355.54267494
        8.09369449      354.21267899
        8.10197872      352.91616042
        8.11026295      351.65220481
        8.11854718      350.42026418
        8.12683141      349.22028226
        8.13511564      348.05279551
        8.14339988      346.91900622
        8.15168411      345.82082493
        8.15996834      344.76088091
        8.16825257      343.74250018
        8.17653680      342.76965223
        8.18482104      341.84686745
        8.19310527      340.97912850
        8.20138950      340.17173980
        8.20967373      339.43018013
        8.21795796      338.75994377
        8.22624219      338.16637633
        8.23452643      337.65451134
        8.24281066      337.22891365
        8.25109489      336.89353563
        8.25937912      336.65159138
        8.26766335      336.50545372
        8.27594759      336.45657772
